"alg-geom/9311008","Stefan A. Bauer","S. Bauer and V. Pidstrigatch","Spin polynomial invariants for Dolgachev surfaces","24 pages, amstex",,,,"alg-geom math.AG",,"  We consider the spin polynomial invariants for bundles with c_2=2 and c_1 =
K_S + 2nk a rational mutiple of the canonical divisor on a Dolgacev surface. It
is shown that the chamber structure can be controlled so that the polynomials
give diffeomorphism invariants of Dolgachev surfaces of the form q_S(n) =
a(n)Q^2 + b(n)Qk^2 + c(n)k^4. The two leading coefficients are computed.
","[{""version"":""v1"",""created"":""Tue, 23 Nov 1993 19:06:40 GMT""}]","2008-02-03"
"hep-ph/9311346",,"D. B\""odeker, W. Buchm\""uller, Z. Fodor and T. Helbig","Aspects of the Cosmological Electroweak Phase Transition","26 pages Latex, 12 Figures (ps files can be obtained by bitnet)","Nucl.Phys. B423 (1994) 171-196","10.1016/0550-3213(94)90569-X","DESY-93-147","hep-ph",,"  We study the decay of the metastable symmetric phase in the standard model at
finite temperature. For the SU(2)-Higgs model the two wave function correction
terms $Z_{\vp}(\vp^2,T)$ and $Z_{\chi}(\vp^2,T)$ of Higgs and Goldstone boson
fields are calculated to one-loop order. We find that the derivative expansion
of the effective action is reliable for Higgs masses smaller than the W-boson
mass. We propose a new procedure to evaluate the decay rate by first
integrating out the vector field and the components of the scalar fields with
non-zero Matsubara frequencies. The static part of the scalar field is treated
in the saddle point approximation. As a by-product we obtain a formula for the
decay rate of a homogeneous unstable state. The course of the cosmological
electroweak phase transition is evaluated numerically for different Higgs boson
masses and non-vanishing magnetic mass of the gauge boson. For Higgs masses
above $\sim 60$ GeV the latent heat can reheat the system to the critical
temperature which qualitatively changes the nature of the transition.
","[{""version"":""v1"",""created"":""Tue, 23 Nov 1993 19:00:24 GMT""}]","2009-10-22"
"hep-ph/9311347","Valeri Dvoeglazov","Valeri V. Dvoeglazov and Sergei V. Khudyakov","Gluonium as Bound State of Massive Gluons Described by the Joos-Weinberg
  Wave Functions","LaTeX file. 15 pp., 1 postscript figure","Hadronic J.21:523,1998",,"IFUNAM FT-93-35","hep-ph",,"  On the basis of the Kadyshevsky equal-time (quasipotential) approach, a set
of partial-wave equations is derived for the wave function of a gluonium, a
bound state of two gluons. The field operators of constituent gluons are
considered as six component quantities according to the Joos-Weinberg
$2(2S+1)$- component approach. The quasiclassical quantization condition for
relativistic two-particle states and the above set could be used for
calculations of gluonium energy levels.
","[{""version"":""v1"",""created"":""Tue, 23 Nov 1993 19:34:09 GMT""}]","2010-11-01"
"hep-ph/9311348",,"S.Balk, A.Ilakovac, J.G.Korner and D.Pirjol","Two Heavy Quark Effective Theories","12 pages, 2 figures (available upon request), LaTeX (no macros
  required), minor typos corrected MZ-TH/93-33",,,,"hep-ph",,"  We point out that there exist two different formulations of the Heavy Quark
Effective Theory (HQET). One formulation of HQET was mostly developed at
Harvard and involves the use of the equation of motion to eliminate the small
components of the heavy quark field. The second formulation, developed in
Mainz, involves a series of Foldy-Wouthuysen-type field transformations which
diagonalizes the heavy quark Lagrangian. Starting at O($1/m_Q^2$) the two
formulations are different in that their effective Lagrangians, their effective
currents, and their fields differ. However, when these three differences are
properly taken into account, the two alternative formulations lead to identical
S-matrix elements. This is demonstrated in an explicit example at O($1/m_Q^2$).
We point to an essential difficulty of the Harvard HQET in that the Harvard
effective fields are not properly normalized starting at order $O(1/m_Q^2)$.
","[{""version"":""v1"",""created"":""Tue, 23 Nov 1993 20:21:07 GMT""},{""version"":""v2"",""created"":""Thu, 2 Dec 1993 16:34:51 GMT""}]","2009-09-25"
"hep-ph/9311349","Ariel R. Zhitnitsky","Ariel R. Zhitnitsky","What do heavy-light ($ Q\bar{q} $) quark systems tell us about QCD
  vacuum properties?","SMU-HEP-PH-9323, 18pages, LATEX","Phys.Lett.B325:449-458,1994","10.1016/0370-2693(94)90039-6",,"hep-ph",,"  Arguments in favor of a large magnitude ( at least two- three times bigger
than its factorized value) of the mixed vacuum condensate $ \la
\bar{q}G_{\mu\nu}^a G_{\mu\nu}^a q \ra$ are given. The analysis is based on the
strict inequalities which follow from the QCD sum rules method and on very
plausible phenomenological assumptions like $ m_{B_s} > m_{B_u} $ for the few
lowest exited $ Q\bar{q} $ states in a heavy quark limit $m_Q\rightarrow\infty
$. The same arguments show the suppression of the $SU(3)$ symmetry breaking
effects for vacuum condensates when the additional gluon fields are included.
","[{""version"":""v1"",""created"":""Tue, 23 Nov 1993 22:12:09 GMT""}]","2010-11-01"
"hep-ph/9311350","Rob Pisarski","S. Gavin, A. Gocksch, & R. D. Pisarski","QCD and the Chiral Critical Point","7 pages + 2 figures, BNL-GGP-2","Phys.Rev.D49:3079-3082,1994","10.1103/PhysRevD.49.R3079",,"hep-ph hep-lat nucl-th",,"  As an extension of $QCD$, consider a theory with ``$2+1$'' flavors, where the
current quark masses are held in a fixed ratio as the overall scale of the
quark masses is varied. At nonzero temperature and baryon density it is
expected that in the chiral limit the chiral phase transition is of first
order. Increasing the quark mass from zero, the chiral transition becomes more
weakly first order, and can end in a chiral critical point. We show that the
only massless field at the chiral critical point is a sigma meson, with the
universality class that of the Ising model. Present day lattice simulations
indicate that $QCD$ is (relatively) near to the chiral critical point.
","[{""version"":""v1"",""created"":""Wed, 24 Nov 1993 00:00:32 GMT""}]","2009-12-30"
"hep-ph/9311351","Ramana Mani","M. V. Ramana","The Phenomenology of a Hidden Symmetry Breaking Sector at
  Electron-Positron Colliders","9 pages + 5 figs, BUHEP-93-19",,,,"hep-ph",,"  We calculate the production rate of gauge-boson pairs at $e^+e^-$ colliders
in a model with a ``hidden'' electroweak symmetry breaking sector - i.e. one in
which there are a large number of particles in the symmetry breaking sector
other than the $W^{\pm}$ \thinspace and the $Z^0$. In such a model, the elastic
$W^{\pm}$ \thinspace and $Z^0$ scattering amplitudes are small and
structureless, i.e. lacking any discernable resonances, at all energies. We
show that two gauge boson fusion signal of electroweak symmetry breaking is
swamped by the background. Therefore, we cannot rely on gauge boson pairs as a
signal of the dynamics of symmetry breaking.
","[{""version"":""v1"",""created"":""Wed, 24 Nov 1993 00:57:44 GMT""}]","2007-05-23"
"hep-ph/9311352","Kiwoon Choi","Kiwoon Choi","Small SUSY phases in string-inspired supergravity","15pages, Latex, SNUTP 93-85","Phys.Rev.Lett.72:1592-1595,1994","10.1103/PhysRevLett.72.1592",,"hep-ph",,"  In supersymmetric models, there are new CP violating phases which, if
unsuppressed, would give a too large neutron electric dipole moment. We examine
the possibility of small SUSY phases in string-inspired supergravity models in
which supersymmetry is broken by the auxiliary components of the dilaton and
moduli superfields. It is found that the SUSY phases can be suppressed by a
small factor governing the breakdown of the approximate Peccei Quinn symmetries
nonlinearly realized for the moduli superfields that participate in
supersymmetry breaking. In many cases, the symmetry breaking factors are
exponentially small for moderately large values of the moduli, leading to small
phase values in a natural way.
","[{""version"":""v1"",""created"":""Wed, 24 Nov 1993 05:27:20 GMT""}]","2010-11-01"
"hep-ph/9311353","C. L. Lee","David Brahm and Clarence L.Y. Lee","The Exact Critical Bubble Free Energy and the Effectiveness of Effective
  Potential Approximations","11 pages plus 3 figures in jyTeX; CALT-68-1881","Phys.Rev. D49 (1994) 4094-4100","10.1103/PhysRevD.49.4094",,"hep-ph",,"  To calculate the temperature at which a first-order cosmological phase
transition occurs, one must calculate $F_c(T)$, the free energy of a critical
bubble configuration. $F_c(T)$ is often approximated by the classical energy
plus an integral over the bubble of the effective potential; one must choose a
method for calculating the effective potential when $V''<0$. We test different
effective potential approximations at one loop. The agreement is best if one
pulls a factor of $\mu^4/T^4$ into the decay rate prefactor [where $\mu^2 =
V''(\phi_f)$], and takes the real part of the effective potential in the region
$V''<0$. We perform a similar analysis on the 1-dimensional kink.
","[{""version"":""v1"",""created"":""Wed, 24 Nov 1993 08:13:49 GMT""}]","2009-10-22"
"hep-ph/9311354",,"V. Bernard, N. Kaiser, Ulf-G. Mei{\ss}ner and A. Schmidt","Aspects of Nucleon Compton Scattering","17 pp, TeX, 7 figures available from the authors, preprint CRN-93/55","Z.Phys. A348 (1994) 317","10.1007/BF01305891",,"hep-ph nucl-th",,"  We consider the spin-averaged nucleon forward Compton scattering amplitude in
heavy baryon chiral perturbation theory including all terms to order ${\cal O}
(q^4)$. The chiral prediction for the spin-averaged forward Compton scattering
amplitude is in good agreement with the data for photon energies $\omega \le
110$ MeV. We also evaluate the nucleon electric and magnetic Compton
polarizabilities to this order and discuss the uncertainties of the various
counter terms entering the chiral expansion of these quantities.
","[{""version"":""v1"",""created"":""Wed, 24 Nov 1993 13:07:34 GMT""}]","2015-06-25"
"hep-ph/9311355","Luc Marleau","L. Marleau","New classes of summable Skyrmions","9 pages, revtex v3, EP-CPTh.A274.1193 and LAVAL-PHY-11-93","Can.J.Phys. 73 (1995) 6-10","10.1139/p95-002",,"hep-ph",,"  We introduce two new classes of summable Skyrmions. The Lagrangians they
originate from are explicitely constructed. We also analyse how some models
could be solve. Exact solutions are found for Skyrme-like toy models.
","[{""version"":""v1"",""created"":""Wed, 24 Nov 1993 14:01:14 GMT""},{""version"":""v2"",""created"":""Fri, 10 Dec 1993 13:55:53 GMT""}]","2015-06-25"
"hep-ph/9311356","Arnd Leike","Arnd Leike","Model Independent $Z'$ Constraints at Future $e^+e^-$ Colliders}","10 Latex pages, uses epsf.sty, 5 uuencoded figures obtainable via
  anonymous ftp from convex.ifh.de in /pub/preprint/ as file desy93-154.uu,
  DESY 93-154","Z.Phys. C62 (1994) 265-270","10.1007/BF01560242",,"hep-ph",,"  Model independent constraints on the mass of extra neutral gauge bosons and
their couplings to charged leptons are given for LEP~II and a 500\,GeV $e^+e^-$
collider. Analytical exclusion limits are derived in the Born approximation.
The $Z'$ limits obtained with radiative corrections are always worse than those
calculated at the Born level. Polarized beams are only useful for degrees of
polarization essentially larger than 50\%. Known discovery limits on extra $Z$
bosons predicted by popular $Z'$ models are reproduced as special cases. The
$Z'$ constraints are compared to those predicted by four fermion contact
interactions.
","[{""version"":""v1"",""created"":""Wed, 24 Nov 1993 14:14:22 GMT""}]","2009-10-22"
"hep-ph/9311357","Marco Ciuchini","M. Ciuchini, E. Franco, L. Reina and L. Silvestrini","Leading Order QCD Corrections to $b\rightarrow s \, \gamma$ and $b
  \rightarrow s \, g$ Decays in Three Regularization Schemes","35 pp + 4 figs not included (available by anonymous ftp at
  amisan.iss.infn.it (141.108.15.215), directory /ftp/dred ), LaTeX, ROME
  973/93, INFN-ISS 93/6, ULB-TH 15/93","Nucl.Phys. B421 (1994) 41-64","10.1016/0550-3213(94)90223-2",,"hep-ph",,"  We discuss in detail the calculation of the leading order QCD corrections to
the Effective Hamiltonian which governs $b \rightarrow s\, \gamma$ and $b
\rightarrow s \, g$ transitions in three different regularization schemes (HV,
NDR and DRED). We show that intermediate stages of the calculation do depend on
the regularization, but the same scheme independent coefficients can be
obtained in all the considered schemes. A detailed discussion of the results
already present in the literature is also given.
","[{""version"":""v1"",""created"":""Wed, 24 Nov 1993 14:31:13 GMT""}]","2009-10-22"
"hep-ph/9311358",,"Antonio Riotto","Thermal Background Corrections to the Neutrino Electromagnetic Vertex in
  Models with Charged Scalar Bosons","DFPD 93/TH/75, SISSA 93/183/A preprint, 25 pages + 4 figures
  available by e-mail request","Phys.Rev.D50:2139-2147,1994","10.1103/PhysRevD.50.2139",,"hep-ph",,"  We calculate the correction to the neutrino electromagnetic vertex due to
background of electrons in a large class of models, as the supersymmetric model
with explicit breaking of R-parity, where charged scalar bosons couple to
leptons and which are able to provide an astrophysically interesting value for
the neutrino magnetic (electric) moment, $\mu_\nu\sim 10^{-12}\:\mu_B$. We show
that the medium contribution to the chirality flipping magnetic (electric)
dipole moment is not significant, however a new chirality flipping, but
helicity conserving, term arises. It signals the presence of ${\cal CP}$ and
${\cal CPT}$ asymmetries in the medium and is associated to the longitudinal
photon and therefore disappears in the vacuum. We estimate the contribution of
this new term to the rate of the plasmon decay process $\gamma_{pl}\rightarrow
\nu\nu$ in the core of degenerate stars, showing that it can be comparable with
the contribution coming from the vacuum magnetic (dipole) moment. We also
calculate the correction to the effective potential of a propagating neutrino
in presence of a magnetic field due to a chirality preserving contribution to
the diagonal magnetic moment from the medium. This contribution is identical
for particles and antiparticles and so need not to vanish for Majorana
neutrinos.
","[{""version"":""v1"",""created"":""Wed, 24 Nov 1993 15:28:02 GMT""}]","2011-07-19"
"hep-th/9311141","Gerald Dunne","Gerald Dunne","Edge Asymptotics of Planar Electron Densities","17pp including 5 figures, UCONN-93-9","Int. Journ. Mod. Phys. B 8 (1994) 1625","10.1142/S0217979294000695",,"hep-th cond-mat",,"  The $N\to\infty$ limit of the edges of finite planar electron densities is
discussed for higher Landau levels. For full filling, the particle number is
correlated with the magnetic flux, and hence with the boundary location, making
the $N\to\infty$ limit more subtle at the edges than in the bulk. In the
$n^{\rm th}$ Landau level, the density exhibits $n$ distinct steps at the edge,
in both circular and rectangular samples. The boundary characteristics for
individual Landau levels, and for successively filled Landau levels, are
computed in an asymptotic expansion.
","[{""version"":""v1"",""created"":""Tue, 23 Nov 1993 18:16:44 GMT""},{""version"":""v2"",""created"":""Wed, 24 Nov 1993 13:38:44 GMT""},{""version"":""v3"",""created"":""Thu, 2 Dec 1993 13:55:51 GMT""}]","2009-10-22"
"hep-th/9311142","Andrei Mironov","A.Morozov","Bosonization of Coordinate Ring of $U_q(SL(N))$. The Cases of $N=2$ and
  $N=3$","ITEP-M-7/93 (11 pages)","JETP Lett. 60 (1994) 225-234",,,"hep-th",,"  Non-abelian coordinate ring of $U_q(SL(N))$ (quantum deformation of the
algebra of functions) for $N=2,3$ is represented in terms of conventional
creation and annihilation operators. This allows to construct explicitly
representations of this algebra, which were earlier described in somewhat more
abstract algebraic fashion. Generalizations to $N>3$ and Kac-Moody algebras are
not discussed but look straightforward.
","[{""version"":""v1"",""created"":""Tue, 23 Nov 1993 19:17:15 GMT""}]","2007-05-23"
"hep-th/9311143",,"P. Berglund, E. Derrick, T. H\""ubsch and D. Jancic","On Periods for String Compactifications","HUPAPP-93/6, IASSNS-HEP-93/80, UTTG-27-93. 21 pages,harvmac","Nucl.Phys.B420:268-287,1994","10.1016/0550-3213(94)90381-6",,"hep-th",,"  Motivated by recent developments in the computation of periods for string
compactifications with $c=9$, we develop a complementary method which also
produces a convenient basis for related calculations. The models are realized
as Calabi--Yau hypersurfaces in weighted projective spaces of dimension four or
as Landau-Ginzburg vacua. The calculation reproduces known results and also
allows a treatment of Landau--Ginzburg orbifolds with more than five fields.
","[{""version"":""v1"",""created"":""Tue, 23 Nov 1993 19:27:32 GMT""}]","2008-11-26"
"hep-th/9311144","Richard Szabo","Richard J. Szabo and Gordon W. Semenoff","Phase Space Isometries and Equivariant Localization of Path Integrals in
  Two Dimensions","26 pages, plain TeX; UBCTP 93-011","Nucl.Phys. B421 (1994) 391-412","10.1016/0550-3213(94)90333-6",,"hep-th",,"  By considering the most general metric which can occur on a contractable two
dimensional symplectic manifold, we find the most general Hamiltonians on a two
dimensional phase space to which equivariant localization formulas for the
associated path integrals can be applied. We show that in the case of a
maximally symmetric phase space the only applicable Hamiltonians are
essentially harmonic oscillators, while for non-homogeneous phase spaces the
possibilities are more numerous but ambiguities in the path integrals occur. In
the latter case we give general formulas for the Darboux Hamiltonians, as well
as the Hamiltonians which result naturally from a generalized coherent state
formulation of the quantum theory which shows that again the Hamiltonians so
obtained are just generalized versions of harmonic oscillators. Our analysis
and results describe the quantum geometry of some two dimensional systems.
","[{""version"":""v1"",""created"":""Tue, 23 Nov 1993 23:01:00 GMT""}]","2009-10-22"
"hep-th/9311145","Jacek Rozynek","Kostas Vlachos and Anna Okopinska","Optimized Perturbation Methods for the Free Energy of the Anharmonic
  Oscillator","8 pages, preprint","Phys.Lett. A186 (1994) 375-381","10.1016/0375-9601(94)90697-1",,"hep-th",,"  Two possibile applications of the optimized expansion for the free energy of
the quantum-mechanical anharmonic oscillator are discussed. The first method is
for the finite temperature effective potential; the second one, for the
classical effective potential. The results of both methods show a quick
convergence and agree well with the exact free energy in the whole range of
temperatures. Postscript figures are available under request to AO email
ROZYNEK@FUW.EDU.PL
","[{""version"":""v1"",""created"":""Wed, 24 Nov 1993 10:33:20 GMT""}]","2009-10-22"
"hep-th/9311146",,"M. Blagojevi\'c, M. Vasili\'c and T. Vuka\v{s}inac","Conformal Gauge Generators in Liouville Theory","12 pages, Plain Tex, Institute of Physics preprint IF--S11/93 (1993)","Class.Quant.Grav.11:2143-2154,1994","10.1088/0264-9381/11/9/002",,"hep-th",,"  The conformal symmetry in the Liouville theory is analysed by using the
Hamiltonian light--front formalism. The boundary conditions of dynamical
variables are seen to involve an arbitrary function of time, so that the
standard methods for studying gauge symmetries do not work. We develop a
general method for constructing the gauge generators, which enables a
consistent treatment of the boundary conditions present in the case of the
conformal symmetry.
","[{""version"":""v1"",""created"":""Wed, 24 Nov 1993 15:26:00 GMT""}]","2010-04-06"
"nucl-th/9311022","Attila Csoto","Attila Csoto","Three-body resonances by complex scaling","REVTEX, Submitted to Phys. Rev. C, 8 pages, 2 postscript figures are
  available upon request. ATOMKI-93/6","Phys.Rev.C49:2244-2247,1994","10.1103/PhysRevC.49.2244",,"nucl-th",,"  It is demonstrated that the complex scaling method can be used in practical
calculations to localize three-body resonances. Our model example emphasizes
the fact that in three-body systems several essentially different asymptotic
behaviors can appear. We show that the possibility of these different
asymptotic configurations can lead to an apparent, resonance like structure in
the three-body continuum.
","[{""version"":""v1"",""created"":""Tue, 23 Nov 1993 17:18:41 GMT""}]","2009-09-25"
"nucl-th/9311023",,"D. Van Neck, A.E.L. Dieperink and O. Scholten","Dilepton production from virtual bremsstrahlung induced by proton
  capture","19 pages (RevteX), 9 figures available on request, KVI-1034","Nucl.Phys. A574 (1994) 643-658","10.1016/0375-9474(94)90952-0",,"nucl-th",,"  Dilepton production following radiative capture of a proton on a nuclear
target is studied in the Impulse Approximation. The cross section is decomposed
in terms of four time-like nuclear structure functions through a
longitudinal-transverse separation of the nuclear current. Using a simple PWIA
model, cross sections and conversion factors are calculated for capture
reactions p + n >> d + e^+ e^-, p + p >> 2He + e^+ e^- and p + 11B >> 12C + e^+
e^- at proton energies of 100-200 MeV. The result is compared with a recent
measurement of the conversion factor for p + 11B.
","[{""version"":""v1"",""created"":""Wed, 24 Nov 1993 10:25:52 GMT""}]","2016-09-08"
