"alg-geom/9311002","Rick Miranda","Ciro Ciliberto, Angelo Lopez, and Rick Miranda","Projective Degenerations of K3 Surfaces, Gaussian Maps, and Fano
  Threefolds","24 pages, AMS-LaTeX 1.1",,"10.1007/BF01232682",,"alg-geom math.AG",,"  In this article we exhibit certain projective degenerations of smooth $K3$
surfaces of degree $2g-2$ in $\Bbb P^g$ (whose Picard group is generated by the
hyperplane class), to a union of two rational normal scrolls, and also to a
union of planes. As a consequence we prove that the general hyperplane section
of such $K3$ surfaces has a corank one Gaussian map, if $g=11$ or $g\geq 13$.
We also prove that the general such hyperplane section lies on a unique $K3$
surface, up to projectivities. Finally we present a new approach to the
classification of prime Fano threefolds of index one, which does not rely on
the existence of a line.
","[{""version"":""v1"",""created"":""Tue, 9 Nov 1993 16:08:00 GMT""}]","2009-10-22"
"hep-ph/9311248",,"H. Baer, C. Chen, F. Paige and X. Tata","Detecting Sleptons at Hadron Colliders and Supercolliders","14 pages (REVTEX), 4 uuencoded figures appended, FSU-HEP-931104,
  SSCL-Preprint-531, UH-511-777-93","Phys.Rev.D49:3283-3290,1994","10.1103/PhysRevD.49.3283",,"hep-ph",,"  We study the prospects for detecting the sleptons of the Minimal
Supersymmetric Standard Model at hadron colliders and supercolliders. We use
ISAJET 7.03 to simulate charged slepton and sneutrino pair production,
incorporating slepton and sneutrino cascade decays into our analysis. We find
that even with an accumulation of $\sim 1$fb$^{-1}$ of integrated luminosity,
it will be very difficult to detect sleptons beyond the reach of LEP at the
Fermilab Tevatron $p\bar{p}$ collider, due to a large background from $W$ pair
production. At LHC, sleptons of mass up to 300 GeV ought to be detectable via
dilepton signal as long as it is possible to veto central jets with $p_T \geq
25$ GeV with high efficiency.
","[{""version"":""v1"",""created"":""Tue, 9 Nov 1993 18:01:32 GMT""}]","2011-03-17"
"hep-ph/9311249",,"Robert Garisto","Moderate Supersymmetric CP Violation","19pp plain LATEX, 1 fig (by EMAIL request), TRI-PP-93-86. (Some
  clarifying comments about renormalizability added--version to appear in Phys.
  Rev. D)","Phys.Rev.D49:4820-4825,1994","10.1103/PhysRevD.49.4820",,"hep-ph",,"  It is well known that supersymmetry (SUSY) gives neutron and electron
electric dipole moments ($d_n$ and $d_e$) which are too large by about
$10^{3}$. If we assume a SUSY model cannot contain fine-tunings or large mass
scales, then one must require that the SUSY breaking mechanism give real soft
breaking parameters, in which case the minimal SUSY model has no $CP$ violation
other than from the CKM matrix (besides possible strong $CP$ violating
effects). We show that in non-minimal SUSY models, a moderate amount of $CP$
violation can be induced through one loop corrections to the scalar potential,
giving an effective phase of order $10^{-3}$, and thus implying $d_n$ and $d_e$
can be near their current experimental bounds $naturally$. This moderate amount
of SUSY $CP$ violation could also prove important for models of electroweak
baryogenesis. We illustrate our results with a specific model.
","[{""version"":""v1"",""created"":""Tue, 9 Nov 1993 18:38:06 GMT""},{""version"":""v2"",""created"":""Fri, 28 Jan 1994 19:06:29 GMT""}]","2010-11-01"
"hep-ph/9311250","Marek Karliner","Y. Frishman, A. Hanany and M. Karliner","Quark Solitons from Effective Action of QCD","19 pages (phyzzx macropackage) WIS-93/110/Nov-PH, TAUP 2117-93. Some
  sign changes, one sentence added following eq(3.9), and one ref. [23] added","Nucl.Phys. B424 (1994) 3-17","10.1016/0550-3213(94)90085-X",,"hep-ph",,"  We derive an effective low energy action for QCD in 4 dimensions. The low
energy dynamics is described by chiral fields transforming non-trivially under
both color and flavor. We use the method of anomaly integration from the QCD
action. The solitons of the theory have the quantum numbers of quarks. They are
expected to be the constituent quarks of hadrons. In two dimensions our result
is exact, namely the bosonic gauged action of WZW.
","[{""version"":""v1"",""created"":""Tue, 9 Nov 1993 19:44:00 GMT""},{""version"":""v2"",""created"":""Fri, 3 Dec 1993 12:50:00 GMT""}]","2009-10-22"
"hep-ph/9311251","Paul Ohmann","V. Barger, M. S. Berger, and P. Ohmann","Yukawa Coupling Evolution In SUSY GUTS","Talk MSB at the XVI Kazimierz Meeting on Elementary Particle Physics,
  24-28 May 1993, Kazimierz, Poland, 4 pages + 2 PS figures included
  (uuencoded), MAD/PH/798",,,,"hep-ph",,"  The scaling behavior and fixed points in the evolution of fermion Yukawa
couplings and mixing angles are discussed. The relevance of fixed points in
determining the top quark mass is described.
","[{""version"":""v1"",""created"":""Tue, 9 Nov 1993 20:15:33 GMT""}]","2007-05-23"
"hep-ph/9311252","Paul Ohmann","V. Barger, M. S. Berger, P. Ohmann, and R. J. N. Phillips","RGE Results for Supersymmetric GUTS","Talk MSB at the XXIII International Symposium on Multiparticle
  Dynamics, 12-17 September 1993, Aspen, Colorado, 7 pages + 5 PS figures
  included (uuencoded), MAD/PH/803",,,,"hep-ph",,"  The scaling behavior of gauge couplings and fermion Yukawa couplings in the
minimal supersymmetric model is discussed. The relevance of the top quark
Yukawa coupling fixed point in establishing the top quark mass is described.
The evolution of mixing angles is presented.
","[{""version"":""v1"",""created"":""Tue, 9 Nov 1993 20:31:49 GMT""}]","2007-05-23"
"hep-ph/9311253","David Gross","David Gross","Theory Summary and Future Directions","(Talk presented at the Lepton-Photon Symposium, Cornell University,
  Aug. 10-15, 1993.) 19 pages",,"10.1063/1.454710",,"hep-ph hep-th",,"  Summary talk at the Lepton-Photon Symposium, Cornell University, Aug. 10-15,
1993.
","[{""version"":""v1"",""created"":""Tue, 9 Nov 1993 23:26:15 GMT""}]","2015-06-25"
"hep-ph/9311254",,"Paul Geiger","Isoscalar-isovector mass splittings in excited mesons","8 RevTeX pages, including 1 LaTeX figure.
  CMU-HEP93-23/DOE-ER-40682-48","Phys.Rev.D49:6003-6006,1994","10.1103/PhysRevD.49.6003",,"hep-ph",,"  Mass splittings between the isovector and isoscalar members of meson nonets
arise in part from hadronic loop diagrams which violate the Okubo-Zweig-Iizuka
rule.
  Using a model for these loop processes which works qualitatively well in the
established nonets, I tabulate predictions for the splittings and associated
isoscalar mixing angles in the remaining nonets below about 2.5 GeV, and
explain some of their systematic features.
  The results for excited vector mesons compare favorably with experiment.
","[{""version"":""v1"",""created"":""Wed, 10 Nov 1993 00:13:36 GMT""}]","2011-07-19"
"hep-ph/9311255",,"G. Altarelli, P. Nason and G. Ridolfi","On the Q^2 Dependence of Measured Polarized Structure Funtions","11 pages (LaTex) + 4 figures (topdrawer, included at the end) CERN-TH
  7023/93","Phys.Lett. B320 (1994) 152-158; Erratum-ibid. B325 (1994) 538","10.1016/0370-2693(94)90839-7",,"hep-ph",,"  We analyse the available data on the polarized asymmetries $A_1$ for proton,
neutron and deuteron targets. We use a homogeneous and updated set of
unpolarized structure functions to derive $g_1$ from $A_1$, and we accurately
correct for the scaling violations in order to obtain $g_1(x,Q^2)$ with the
same $Q^2$ for all $x$ values. The contribution to the $Q^2$ evolution of a
possible large gluon polarized density is also considered. The implications for
the Ellis-Jaffe and for the Bjorken sum rules are discussed.
","[{""version"":""v1"",""created"":""Wed, 10 Nov 1993 08:41:00 GMT""}]","2009-10-22"
"hep-ph/9311256","Pietro","Pietro Santorelli (Univ. of Napoli)","Rare $B$-Decays and Heavy to Light Semileptonic Transitions in the Isgur
  and Wise Limit","9 pages, 1 Figure avalaible on request from SANTORELLI@NA.INFN.IT","Z.Phys.C61:449-452,1994","10.1007/BF01413184",,"hep-ph",,"  From the experimental branching ratios for $B^- --> \rho^0 l^-\bar\nu_l$ and
$D^+ --> {\overl K}^{*0}({\overl K}^0) e^+ \nu_e$ one finds, in the Heavy Quark
Limit of $HQET$, $ |V_{bu}|=(8.1\pm 1.7) x 10^{-3}$, larger but consistent with
the actual quoted range $(2 - 7) x 10^{-3}$. In the same framework one predicts
for $R(B --> K^*\gamma)=( 2 \pm 2 ) 10^{-2}$.
","[{""version"":""v1"",""created"":""Wed, 10 Nov 1993 10:02:44 GMT""}]","2010-11-01"
"hep-ph/9311257","Apostolos Pilaftsis","A. Datta, M. Guchait and A. Pilaftsis","Probing Lepton Number Violation via Majorana Neutrinos at Hadron
  Supercolliders","29 p.(5 figs. available upon request), LaTeX, RAL/93-074","Phys.Rev. D50 (1994) 3195-3203","10.1103/PhysRevD.50.3195",,"hep-ph",,"  The possibility of discovering heavy Majorana neutrinos and lepton number
violation via the like sign dilepton signal at hadron super- colliders is
investigated. The cross-sections for the production of these neutrinos singly
as well as in pairs are computed both in three and four generation scenarios
within the framework of the gauge group $SU(2)_L \otimes U(1)_Y$ and the
dominant processes are identified. The suppression of the Standard model
background by suitable kinematical cuts is also discussed.
","[{""version"":""v1"",""created"":""Wed, 10 Nov 1993 09:51:13 GMT""}]","2009-10-22"
"hep-ph/9311258","Apostolos Pilaftsis","A. Ilakovac, B.A. Kniehl and A. Pilaftsis","CP Violation in Higgs Decays due to Majorana Neutrinos","6p., LaTeX (to appear in Proc. of the Workshop on e+e- Collisions at
  500 GeV: The Physics Potential, Munich, Annecy, Hamburg, ed. by P.M. Zerwas),
  RAL/93-082",,,,"hep-ph",,"  The possibility of observing CP violation in the decays of Higgs particles
into top-quark, W- and Z-boson pairs induced by heavy Majorana neutrinos is
discussed. In the context of minimal ""see-saw"" models with interfamily mixings,
we find that Majorana neutrinos may give rise to sizable CP-odd effects at the
one-loop electroweak order. We present numerical estimates of typical CP-odd
observables that might be triggered at high-energy e+e- colliders.
","[{""version"":""v1"",""created"":""Wed, 10 Nov 1993 11:50:19 GMT""}]","2007-05-23"
"hep-ph/9311259","Carsten Grosse-Knetter","Carsten Grosse-Knetter","Equivalence of Hamiltonian and Lagrangian Path Integral Quantization","PhD Thesis, Universitaet Bielefeld, BI-TP 93/56, 87 pages LaTeX",,,,"hep-ph hep-th",,"  The HLE theorem is proven for effective Lagrangians with arbitrary
interactions of scalars, fermions, massless and massive vector bosons. This
theorem states that the correct Hamiltonian path intergral formalism is
equivalent to the convenient Lagrangian path integral ansatz. In particular,
this theorem is valid for effective gauge theories, which justifies
Faddeev-Popov quantization of these theories. Specific attention is paid to
effective interactions of massive vector fields, which can be embedded within
gauge noninvariant theories or within spontaneously broken gauge theories.
These different types of models are related to each other by the Stuckelberg
formalism, which is reformulated within the Hamiltonian formalism. Effective
Lagrangians with higher derivatives of the fields are also considered. The HLE
theorem is even valid in this case because each effective higher-order
Lagrangian can be reduced to a first-order one by applying the equations of
motion to the effective interaction term. This thesis is essentially a
combination of previous publications of the author.
","[{""version"":""v1"",""created"":""Wed, 10 Nov 1993 13:38:21 GMT""}]","2009-09-25"
"hep-ph/9311261","Helene Veltman","H. Veltman","Testing the Higgs system at a photon-photon collider","29 pages, report T93/111","Z.Phys. C62 (1994) 235-252","10.1007/BF01560240",,"hep-ph",,"  The level of sensitivity of the processes $\gamma\gamma \to ZZ$,
$\gamma\gamma \to W^+W^-$ and $\gamma\gamma \to t\bar t$ to the Higgs sector of
the Standard Model Lagrangian in the energy region between 200 GeV and 1 TeV is
examined. The elementary Higgs boson is taken to have a mass less than 1 TeV.
Sizeable effects are found in the $ZZ$ and $t\bar t$ channels if the incoming
photons have the same helicity. Also the possibility that the elementary Higgs
boson does not exist is examined. Assuming new physics to show up in the TeV
energy region the cross sections are evaluated according to the heavy Higgs
model. For center of mass energy values close to 1 TeV interesting effects are
found in the $t\bar t$ channel if the photons have the same helicity. The limit
of large Higgs mass is not unique. The parametrization of this arbitrariness
may be interpreted as a representation of the new physics. The effects for the
processes $\gamma\gamma\to ZZ$ and $\gamma\gamma\to t\bar t$ are investigated.
These effects may be correlated to a possible resonance in $WW$ scattering in
the TeV region.
","[{""version"":""v1"",""created"":""Wed, 10 Nov 1993 14:25:39 GMT""}]","2009-10-22"
"hep-ph/9311262",,"Ina Sarcevic","The Total and Jet Photoproduction Cross Sections at HERA and Fermilab","talk presented at the International Conference on Elastic and
  Diffractive Scattering (Vth Blois Workshop), Providence, RI, June 8-12, 1993;
  University of Arizona preprint, AZPH-TH/93-18, PlainTex, 5 pages, 1 fig.
  (available upon request)",,,,"hep-ph",,"  We present results of calculations of the total and jet photoproduction cross
sections at HERA and Fermilab energies$^1$. The calculations take into account
the high-energy QCD structure of the photon and are performed for different
photon structure functions. We discuss how recent measurements of the total
photoproduction cross section at HERA energies$^2$ can provide an important
information on the low $x$ behavior of the photon structure function and in a
more general context, to the nature of strong interactions. In addition, we
show that the photoproduction cross section measurements at Fermilab E683
energies could provide a firmer value for $p_{T}^{min}$, the lower bound on the
transverse momentum of outgoing jets, which signals the onset of hard
scattering. The extrapolation of our cross section to ultra-high energies, of
relevance to the cosmic ray physics, gives significant contribution to the
``conventional'' value, but cannot account for the anomalous muon content
observed in the cosmic ray air-showers associated with astrophysical point
sources$^4$.
","[{""version"":""v1"",""created"":""Wed, 10 Nov 1993 14:49:52 GMT""}]","2007-05-23"
"hep-ph/9311263",,"S.Ambrosanio and B.Mele","Single Top Production at the Next Generation Linear e+e- Colliders","20 pages, LaTeX + feynman.tex, 10 compressed (tar.Z) postscript
  figures included in a separate uuencoded file, revised version of Rome1
  Preprint n.979 (1993), Dec 29, 1993. (In this revised version -- accepted for
  publication on Zeit. fur Phys.C in Jan 24, 1994 -- some sentences and 3 new
  refs. have been added with respect to the first one)","Z.Phys. C63 (1994) 63-70","10.1007/BF01577544",,"hep-ph",,"  Present limits on the top mass from LEP1 and Tevatron point to a top quark
that is considerably heavier than the $W$ vector boson in the standard model.
Hence, e+e- colliders with \sqrt{s} \simeq 300 GeV (the c.m. energy foreseen at
the first phase of the Next Linear e+e- Collider) could be well below the
energy threshold for real top-pair production. We argue that, if this is the
case, single top production through the process e+e- --> t\bar{b}W-
(\bar{t}bW+), where t\bar{b} (\bar{t}b) are produced mainly by means of a
virtual W, becomes the dominant top production mechanism. Total cross sections
and kinematical distributions are evaluated and numerical results are given in
ranges of m_t and \sqrts{s} where single top production can be of relevance.
The relative importance of virtual-W and virtual-t contributions to the process
is discussed.
","[{""version"":""v1"",""created"":""Wed, 10 Nov 1993 15:57:02 GMT""},{""version"":""v2"",""created"":""Thu, 27 Jan 1994 12:36:00 GMT""},{""version"":""v3"",""created"":""Sat, 29 Jan 1994 12:30:46 GMT""}]","2009-10-22"
"hep-ph/9311265",,"T.G. Rizzo","Model Dependence of $W_R$ Searches at the Tevatron","LaTex, 13 pages, 11 figures (not included), ANL-HEP-PR-93-87","Phys.Rev.D50:325-330,1994","10.1103/PhysRevD.50.325",,"hep-ph",,"  We explore the sensitivity of the on-going Tevatron search for charged,
right-handed gauge bosons, $W_R^{\pm}$, to various model dependent assumptions
such as the magnitude of the $SU(2)_R$ gauge coupling, the values of the
right-handed Kobayashi-Maskawa mixing matrix elements, $(V_R)_{ij}$, and the
nature of the right-handed neutrino. These results also have important
implications for HERA searches for right-handed currents.
","[{""version"":""v1"",""created"":""Wed, 10 Nov 1993 12:46:04 GMT""}]","2010-11-01"
"hep-th/9311053","Jose Luiz Matheus Valle","J.L. Matheus-Valle and M.R-Monteiro","Anyonic Construction of the $SL_{Q,s}(2)$ Algebra","15 pages, latex, CBPF-NF-062/93 (save the file eqnus.sty, included
  AFTER the {\end{document}}, on the directory you are running latex)","Mod.Phys.Lett.A9:945-954,1994","10.1142/S0217732394000770",,"hep-th",,"  Considering anyonic oscillators in a two-dimensional lattice, we realize the
quantum semi-group $sl_{(q,s)}(2)$ by means of a generalized Schwinger
construction. We find that the parameter $q$ of the algebra is connected to the
statistical parameter, whereas the $s$ parameter is related to a $s$-deformed
oscillator introduced at each point of the lattice.
","[{""version"":""v1"",""created"":""Tue, 9 Nov 1993 18:09:27 GMT""}]","2011-07-19"
"hep-th/9311054",,"S. Aoyama","Topological gravity with exchange algebra","15 pages, Plain TEX, KUL-TF-93/47","Phys.Lett. B324 (1994) 303-308","10.1016/0370-2693(94)90198-8",,"hep-th",,"  A topological gravity is obtained by twisting the effective $(2,0)$
super\-gravity. We show that this topological gravity has an infinite number of
BRST invariant quantities with conformal weight $0$. They are a tower of
OSp$(2,2)$ multiplets and satisfy the classical exchange algebra of OSp$(2,2)$.
We argue that these BRST invariant quantities become physical operators in the
quantum theory and their correlation functions are braided according to the
quantum OSp$(2,2)$ group. These properties of the topological effective gravity
are not shared by the standard topological gravity.
","[{""version"":""v1"",""created"":""Tue, 9 Nov 1993 16:43:57 GMT""}]","2009-10-22"
"hep-th/9311055",,"Jos\'e Edelstein, Carlos Nu\~nez and Fidel Schaposnik","Supersymmetry and Bogomol'nyi equations in the Abelian Higgs Model","12 pages, DF-FCE-UNLP 93-07","Phys.Lett. B329 (1994) 39-45","10.1016/0370-2693(94)90514-2",,"hep-th",,"  The N=2 supersymmetric extension of the 2+1 dimensional Abelian Higgs model
is discussed. By analysing the resulting supercharge algebra, the connection
between supersymmetry and Bogomol'nyi equations is clarified. Analogous results
are presented when the model is considered in 2-dimensional (Euclidean) space.
","[{""version"":""v1"",""created"":""Tue, 9 Nov 1993 18:31:09 GMT""}]","2009-10-22"
"hep-th/9311056","Ian Affleck","Ian Affleck and Jacob Sagi","Monopole-Catalysed Baryon Decay: A Boundary Conformal Field Theory
  Approach","27 pages, RevTex, UBCTP-93-18","Nucl.Phys. B417 (1994) 374-402","10.1016/0550-3213(94)90478-2",,"hep-th cond-mat",,"  Monopole-mediated baryon number violation, the Callan-Rubakov effect, is
reexamined using boundary conformal field theory techniques. It is shown that
the low-energy behaviour is described simply by free fermions with a
conformally invariant boundary condition at the dyon location. When the number
of fermion flavours is greater than two, this boundary condition is of a
non-trivial type which has not been elucidated previously.
","[{""version"":""v1"",""created"":""Wed, 10 Nov 1993 01:00:00 GMT""}]","2009-10-22"
