"astro-ph/9310004","Robert Brandenberger","Robert H. Brandenberger, David M. Kaplan and Stephen A, Ramsey (Brown
  Univ.)","Some Statistics for Measuring Large-Scale Structure","BROWN-HET-922 (August 1993), 13 pages, 5 figures (available from the
  authors), uses PHYZZX",,,,"astro-ph hep-ph",,"  Good statistics for measuring large-scale structure in the Universe must be
able to distinguish between different models of structure formation. In this
paper, two and three dimensional ``counts in cell"" statistics and a new
``discrete genus statistic"" are applied to toy versions of several popular
theories of structure formation: random phase cold dark matter model, cosmic
string models, and global texture scenario. All three statistics appear quite
promising in terms of differentiating between the models.
","[{""version"":""v1"",""created"":""Sun, 3 Oct 1993 19:58:41 GMT""}]","2007-05-23"
"hep-ph/9310215","Maria del Mar Bastero Gil","M. Bastero-Gil and J. Perez-Mercader","Influence of Light and Heavy Thresholds on SUSY Unification","18 pages,LAEFF-93/014,REVTEX-2.1, 5 figures not included, available
  upon request (include FAX number)#","Phys.Lett.B322:355-362,1994","10.1016/0370-2693(94)91165-7",,"hep-ph",,"  In this paper we study and compare susy unification using two different
approaches in order to take into account the effect of light particle
thresholds on the evolution of gauge couplings: the step--function
approximation, on the one hand, and a mass dependent procedure, which gives a
more accurate description of the dependence of the results on the masses, on
the other. We also include the effect of heavy thresholds, when $SU(5)$ is
chosen as the unifying group. We find that the mass--dependent procedure
excludes scenarios where all susy masses are below $1\;TeV$, and favors a value
of $\alpha_3(m_Z)$ near its upper experimental bound, contrary to the results
obtained with the step--function approximation. We underline the dependence of
the results on the procedure chosen to deal with light thresholds.
","[{""version"":""v1"",""created"":""Mon, 4 Oct 1993 14:11:21 GMT""}]","2008-11-26"
"hep-ph/9310216","Mark Sutherland","B. Holdom, M. Sutherland and J. Mureika","Comparison of 1/mQ^2 Corrections in Mesons and Baryons","9 pages, LaTeX, 3 self-contained LaTeX figures in separate file","Phys.Rev.D49:2359-2362,1994","10.1103/PhysRevD.49.2359","UTPT-93-26","hep-ph",,"  We extend our relativistic quark model to the study of the decay Lambda_b ->
Lambda_c ell nu and verify that the model satisfies the heavy-quark symmetry
constraints at order 1/mQ^2. We isolate a strong dependence on a parameter
which measures the relative distortion in the light-quark wave functions of the
Lambda_b and Lambda_c. This parameter and the 1/mQ^2 corrections turn out to be
small. The dependence on a corresponding parameter in the meson case leads to
large 1/mQ^2 corrections.
","[{""version"":""v1"",""created"":""Mon, 4 Oct 1993 15:17:29 GMT""}]","2010-11-01"
"hep-th/9310012",,"S. Aoyama","The Batalin-Vilkovisky formalism with the Virasoro symmetry","16 pages, Plain TEX, KUL-TF-93/16",,,,"hep-th",,"  We introduce the Virasoro symmetry in the BV formalism and give an explicit
construction of the anti-bracket, which is Virasoro invariant. It is shown that
the master equation with this anti-bracket has an infinite number of solutions.
The base space of the BV formalism is a fermionic version of the Virasoro
manifold $Diff(S^1)/S^1$. We discuss also the Ricci tensor of this fermionic
manifold.
","[{""version"":""v1"",""created"":""Sun, 3 Oct 1993 20:21:15 GMT""}]","2007-05-23"
"hep-th/9310013","Armen Nersessian","A.Nersessian","Equivariant Localization: BV-geometry and Supersymmetric Dynamics","13 pages , Preprint JINR E2-93-358",,,,"hep-th",,"  It is shown, that the geometrical objects of Batalin-Vilkovisky formalism--
odd symplectic structure and nilpotent operator $\Delta$ can be naturally
uncorporated in Duistermaat--Heckman localization procedure. The presence of
the supersymmetric bi-Hamiltonian dynamics with even and odd symplectic
structure in this procedure is established. These constructions can be
straightly generalized for the path-integral case.
","[{""version"":""v1"",""created"":""Mon, 4 Oct 1993 08:39:23 GMT""}]","2007-05-23"
"hep-th/9310014",,"Oleg A. Soloviev","The WZNW model by a perturbation of Witten's conformal solution","5 pages, LaTex file, QMW-93-25. (The value of the second conformal
  point of the perturbed WZNW model is presented. Please note that a title is
  changed.)",,,,"hep-th",,"  The WZNW model at the Witten conformal point is perturbed by the sigma model
term. It is shown that in the large level k limit the perturbed WZNW system
with negative k arrives at the WZNW model with positive k.
","[{""version"":""v1"",""created"":""Mon, 4 Oct 1993 12:33:29 GMT""},{""version"":""v2"",""created"":""Fri, 8 Oct 1993 11:34:24 GMT""},{""version"":""v3"",""created"":""Thu, 21 Oct 1993 10:43:01 GMT""}]","2008-02-03"
"hep-th/9310015",,"A.P. Balachandran, G. Bimonte, E. Ercolessi and P. Teotonio-Sobrinho","Finite Approximations to Quantum Physics: Quantum Points and their
  Bundles","24 pages, 8 figures on a uuencoded postscript file, DSF-T-29/93,
  INFN-NA-IV-29/93 and SU-4240-550","Nucl.Phys. B418 (1994) 477-493","10.1016/0550-3213(94)90527-4",,"hep-th gr-qc hep-lat",,"  There exists a physically well motivated method for approximating manifolds
by certain topological spaces with a finite or a countable set of points. These
spaces, which are partially ordered sets (posets) have the power to effectively
reproduce important topological features of continuum physics like winding
numbers and fractional statistics, and that too often with just a few points.
In this work, we develop the essential tools for doing quantum physics on
posets. The poset approach to covering space quantization, soliton physics,
gauge theories and the Dirac equation are discussed with emphasis on physically
important topological aspects. These ideas are illustrated by simple examples
like the covering space quantization of a particle on a circle, and the
sine-Gordon solitons.
","[{""version"":""v1"",""created"":""Mon, 4 Oct 1993 14:53:00 GMT""}]","2009-10-22"
"hep-th/9310016","Amit Giveon","Amit Giveon","Duality as a Gauge Symmetry and Topology Change","10 pages, RI-153-93",,,,"hep-th",,"  Duality groups as (spontaneously broken) gauge symmetries for toroidal
backgrounds, and their role in ($\infty$-dimensional) underlying string gauge
algebras are reviewed. For curved backgrounds, it is shown that there is a
duality in the moduli space of WZNW sigma-models, that can be interpreted as a
broken gauge symmetry. In particular, this duality relates the backgrounds
corresponding to axially gauged abelian cosets, $G/U(1)_a$, to vectorially
gauged abelian cosets, $G/U(1)_v$. Finally, topology change in the moduli space
of WZNW sigma-models is discussed.
","[{""version"":""v1"",""created"":""Mon, 4 Oct 1993 13:51:00 GMT""}]","2007-05-23"
"hep-th/9310017","Ramy Brustein","R. Brustein, M. Faux and B. Ovrut","Non-Perturbative effective Lagrangians for super-matrix models","Presented by B. Ovrut at the International Europhysics Conference,
  Marseille, July 22-28,1993, 5 papges, preprint CERN-TH.7013/93",,,,"hep-th",,"  We discuss $d=1, {\cal N}=2$ supersymmetric matrix models and exhibit the
associated $d=2$ collective field theory in the limit of dense eigenvalues.
From this field theory we construct, by the addition of several new fields, a
$d=2$ supersymmetric effective field theory, which reduces to the collective
field theory when the new fields are replaced with their vacuum expectation
values. This effective theory is Poincare invariant and contains perturbative
and non-perturbative information about the associated superstrings.
","[{""version"":""v1"",""created"":""Mon, 4 Oct 1993 14:05:33 GMT""}]","2007-05-23"
"hep-th/9310018","Lars Brink","Lars Brink and Mikhail A. Vasiliev","Representations of the $S_N$-Extended Heisenberg Algebra and Relations
  Between Knizhnik-Zamolodchikov Equations and Quantum Calogero Model","7 pages","Mod.Phys.Lett. A8 (1993) 3585-3592","10.1142/S0217732393002324","G\""{o}teborg ITP 93-42, FIAN/TD/18--93","hep-th nlin.SI solv-int",,"  We discuss lowest-weight representations of the $S_N$-Extended Heisenberg
Algebras underlying the $N$-body quantum-mechanical Calogero model. Our
construction leads to flat derivatives interpolating between
Knizhnik-Zamolodchikov and Dunkl derivatives. It is argued that based on these
results one can establish new links between solutions of the
Knizhnik-Zamolodchikov equations and wave functions of the Calogero model.
","[{""version"":""v1"",""created"":""Mon, 4 Oct 1993 15:30:43 GMT""}]","2009-10-22"
"nucl-th/9310004","Eduardo Garrido","J.M. Udias, P. Sarriguren, E. Moya de Guerra, E. Garrido and J.A.
  Caballero","Spectroscopic Factors in $^{40}$Ca and $^{208}$Pb from $(e,e'p)$: Fully
  Relativistic Analysis","9 pages RevTeX, 5 figures can be obtained from the authors","Phys.Rev.C48:2731-2739,1993","10.1103/PhysRevC.48.2731",,"nucl-th",,"  We present results for spectroscopic factors of the outermost shells in
$^{40}$Ca and $^{208}$Pb, which have been derived from the comparison between
the available quasielastic ($e,e'p$) data from NIKHEF-K and the corresponding
calculated cross-sections obtained within a fully relativistic formalism. We
include exactly the effect of Coulomb distortion on the electron wave functions
and discuss its role in the extraction of the spectroscopic factors from
experiment. Without any adjustable parameter, we find spectroscopic factors of
about 70\%, consistent with theoretical predictions. We compare our results
with previous relativistic and nonrelativistic analyses of ($e,e'p$) data. In
addition to Coulomb distortion effects we discuss different choices of the
nucleon current operator and also analyze the effects due to the relativistic
treatment of the outgoing-distorted and bound nucleon wave functions.
","[{""version"":""v1"",""created"":""Mon, 4 Oct 1993 15:23:58 GMT""}]","2009-09-25"
